,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
7Networks_LH_SalVentAttn_Med_1,0.156555962,-0.561649109,0.467348041,1.484304267,0.887205703,0.553763501,-0.303102199,-0.259717357,-0.13896052,-0.895055197,-0.31995961,-0.091854843,1.767185355,-1.044217571,0.827440804,-0.767581304,0.167775257,-0.804474777,0.320723326,-0.148708626,0.756613808,0.370194119,0.162566058,-0.418178251,0.416540674,0.513758922,-0.483082941,-0.121053622,0.153055234,1.390922566,2.671661308,-0.07126893,0.305002947,0.79433676,-0.029586609,0.477039544,-0.448392388,-0.196628463,-0.345967269,1.361506826,-0.281667347,-0.440922769,-0.757886372,0.340693093,0.048485442,-0.355686991,0.511084148,0.5452367,-0.89037218,2.045948765,-0.106397701,-0.61902122,-0.892804366,-0.259154332,1.701628182,-0.546333573,-0.707103971,-0.530761752,-0.960752886,-0.378616318,-0.272498406,-0.10118533,0.234482263,0.774263735,-0.183719891,0.019735199,0.369306616,0.857823981,-0.060783028,1.769814766,-0.332401706,0.170432441,0.192779998,-0.894518358,-0.393751921,0.340061605,-0.360415386,-1.102460376,5.90031204,-0.243500995,0.671229913,-0.561058118,-0.273187282,0.146279274,0.141468442,0.531252463,-0.357226723,0.110212144,-0.579760152,1.74354836,0.631692641,0.444113468,1.194407111,0.062916264,-0.478710629,0.566364305,0.009814414,0.95635387,-0.809087869,-0.255362643,0.222277305,-0.483046948,-0.063764861,0.304041266,-0.672711072,0.031076904,-0.440931862,0.412212382,0.548937845,-0.276293355,-0.269634917,0.358338995,1.341572981,0.164035588,-0.273441844,0.1298691,-0.327832106,-0.651531935,0.918569066,-0.760622001,-0.24257979,0.417772578,1.085358996
7Networks_LH_SalVentAttn_Med_2,0.78550543,-0.81190778,-0.269717692,1.51200881,0.072659067,1.319678185,-0.277752913,0.054238323,-0.358982051,-0.173331627,-0.244963703,-0.249763515,0.103299758,-0.442712287,-0.238097849,-0.14719505,0.083431164,0.117629403,0.363819809,1.381530511,0.026087227,0.476763804,0.155198223,-0.117069857,1.399570381,-0.681846925,0.215145252,0.981123986,0.164017354,0.468832757,1.042469629,-0.387032166,0.02251429,0.917147125,0.409905469,0.082238098,-0.579221361,0.162821653,0.141700079,0.402719682,-0.437402695,-0.152188093,-0.25628341,0.120446707,0.369020126,1.433969211,-0.624565282,0.846113639,0.256437104,-0.013702273,-0.239322459,-0.041757587,-1.006479032,-1.009261172,0.291812645,-1.157388001,-0.786105365,-0.694920305,-0.512031143,0.458623574,-0.54683941,0.458755524,-0.062767788,0.477687519,0.963648878,0.119330619,-0.574281833,0.025991195,0.449085167,1.320957737,-0.883627956,0.492292196,2.547240463,4.280665218,-0.222965563,-0.308980124,-0.400503158,-0.611657316,5.472557732,0.626065904,1.11441849,-0.568399607,-0.919244405,-0.695728514,-0.553941088,-0.684506036,-0.466520236,-0.740955615,-0.121103185,0.090331783,1.053374714,-0.113512537,0.025826734,0.056735639,0.012523436,-1.178107797,0.177763498,-0.01709008,-0.611791191,0.185035742,0.534773947,0.081089843,1.280034587,0.358614019,-0.327793225,0.131712755,0.47639474,1.70749291,0.271901198,0.500300783,-0.014016684,0.441018373,0.964400285,-0.442071606,-0.50110573,0.170492858,0.319513322,0.070530195,-0.134545714,-0.33728278,0.052122758,-0.53990168,0.339600751
7Networks_LH_SalVentAttn_Med_3,1.249811546,-0.991419303,0.424414379,0.221827796,0.327771474,0.542946046,-0.130178546,0.003573309,0.158105002,0.187566861,0.546771648,0.083328004,-0.133454466,0.010417623,-0.094502643,-0.616524925,0.182479929,0.428531136,0.112344657,0.648582177,0.764440085,0.987115496,-0.475184143,-0.044510805,-0.576318871,-0.164656395,0.067737419,0.207089686,0.359601774,0.105704404,0.237983092,0.473576001,0.949019062,0.01756265,0.551720297,0.039008528,-0.504727173,-0.179840687,1.06540893,-0.062977341,0.237420677,0.379578155,0.442132825,0.325500243,0.375986072,0.090760631,0.137793148,0.406216226,0.576117341,-0.820846196,-0.225972047,-0.544822418,-0.541334816,0.32455967,-0.106909819,0.651381626,0.762195548,-1.147829152,0.070301406,0.802895899,-0.330025027,-0.15342234,0.180933179,0.069886847,0.361892719,0.29265837,0.413443187,0.195175892,-0.181146998,-0.146903019,-0.124944534,0.164714821,0.945686842,1.021039574,0.573792557,-0.276258764,0.560874636,0.278818709,1.91579905,0.299731872,0.825542638,-0.834423778,-0.110263367,0.0045994,-0.040916005,0.773227282,0.723131337,0.270881572,-0.363516877,-0.760361785,0.250930287,0.302000279,0.552902694,0.249537215,0.033428118,-0.010180189,0.536246131,-0.31118502,-0.296043642,-0.57120428,0.078811571,-0.742099648,0.338510853,0.006768577,-0.214359444,-0.511498144,-0.040946311,0.092789346,-0.504271902,0.494090192,-0.579096985,-0.248051546,0.450376047,0.117902774,0.215190858,0.02287413,0.304673028,0.939664845,-0.247567805,-0.467091856,0.24986427,0.649362011,0.310642615
7Networks_LH_SalVentAttn_Med_4,1.853913124,-0.233077583,-0.997111529,-0.011983048,-2.040568966,0.235278266,-1.231715146,1.323174951,-1.213239947,-0.632607207,-0.411578562,0.526216666,1.851886128,-0.834552627,0.527508708,-0.319851151,0.566194422,-1.130417308,-0.138056408,1.033655517,1.571855788,0.351187278,0.093624032,0.125687265,1.502539201,-1.09922619,0.504162465,1.301893291,-1.991209281,-1.132693047,0.577516876,0.731612038,-0.670467805,0.976469763,-0.14738663,-0.768383335,-1.294954038,-0.950189103,0.825383603,-1.457168041,0.94205149,0.04259867,-0.790625512,0.418127555,-0.956375395,2.341365573,-0.760614656,0.319515879,0.555950069,0.770368136,-0.95504983,-0.063161434,-0.408343515,-0.765475438,3.352801103,0.174400309,-0.286082936,2.877594476,0.579667547,1.43164491,0.007257694,-0.562780058,-1.671399883,2.357840215,1.176859564,1.436191345,2.514256351,0.247768506,0.835761673,2.904323933,-1.700795004,-0.419786151,1.299007287,2.640014815,-0.561570903,1.297025135,0.04091789,-0.923266574,1.237013334,-0.632406271,2.050198015,-0.282914012,-1.429783513,3.649625916,0.622913705,-0.132529872,-0.927618705,1.824559284,-0.120075791,1.153084922,1.739397702,-0.029450168,1.717857515,-0.333851382,0.162316575,-2.263746138,1.442193384,-1.089221626,0.937042217,0.690392443,0.438667377,0.754931545,1.429590919,-0.616261608,-1.138352201,1.577359309,0.898946091,2.561479429,1.25087966,-0.987420601,-1.23295584,0.8643024,2.976375596,0.249534322,-0.622291308,0.81638971,-0.402230691,-1.637609838,1.149876546,-0.384421555,0.080926872,0.436887559,4.600848991
7Networks_LH_SalVentAttn_Med_5,-0.813378097,-0.358964715,0.31531269,-0.385075317,0.458278395,0.711750246,-0.121417499,0.256109712,1.338498423,0.197413118,0.405080866,-0.515790996,-0.268309423,-0.597045892,-0.857168274,-0.562755284,0.491227267,-0.570064794,-0.283409104,-0.238663415,0.221695942,0.714736232,-0.333463382,-0.354305454,-0.736149358,0.086615906,1.185837418,-0.260122055,0.064258601,-0.784012688,0.957230431,-0.230783587,1.604079359,0.056091144,0.152202967,0.705048042,-0.265742091,-0.647831013,1.278563703,-0.880281174,0.211289541,0.178572274,0.103724422,0.416296455,0.10163374,1.543461724,0.212291217,-0.292194342,1.07531188,-0.404948777,0.421304284,-0.496504352,-0.238765761,-0.297209383,-0.186405692,-0.299885818,-0.397504447,-0.599566553,-0.617442004,1.448457402,0.541238003,0.218332156,0.589905417,0.059949402,0.296297951,0.083045325,0.02334338,0.582144222,1.075664439,0.727849801,-0.815112093,-0.760966211,-0.104610446,-0.033567913,1.730157053,-0.811810948,0.97810487,0.278502266,1.744035833,0.020948019,-0.341117695,-0.036078964,0.201856644,-0.541309678,-0.390589754,0.567771093,0.095457716,-0.810923269,-0.256480414,-0.479093406,-0.142377823,-0.290865911,0.178139634,-0.08560832,-0.713080645,0.076678502,0.018212512,-0.105983857,0.216311912,-0.259213773,-0.636142146,0.299845757,-0.003173996,-0.419956544,0.044417568,0.02455532,0.611306239,-0.412062537,-0.339565584,-0.178569457,-0.044645837,0.565918311,-0.284692211,-0.58911005,-0.496891974,-0.804579085,0.295721302,-0.168498815,0.482724661,0.898618656,0.047370832,0.189041592,-0.652399309
7Networks_LH_SalVentAttn_Med_6,0.290699991,-0.629035522,-0.722195849,-0.308304103,0.160809024,0.686153922,0.398666721,0.577858335,-0.084448777,0.50741849,0.025497046,-0.437849583,-0.588357529,0.111601617,0.82917327,0.553842771,-0.17675602,-0.206641644,0.266571307,0.516482434,-0.002293942,0.084663619,0.343395703,-0.790970345,0.467645849,-0.213205459,0.193445071,0.324475899,0.467422425,0.409284944,0.577915966,0.831748962,0.51492178,0.217724234,0.015373628,-0.16164221,-0.284241865,-0.699966921,0.150025787,-0.271712105,-0.04360586,0.40589525,0.370066247,-0.161580209,0.063923892,1.062806966,-0.081992905,1.832740118,0.83111273,0.396632783,-0.111168832,-0.207452622,-0.305922886,-0.29761949,-0.073703227,0.024965196,-1.23899494,-1.651470488,-0.438793097,-0.404166895,0.320403466,0.814204272,-0.480963899,-0.138395143,0.703361377,-0.381273457,0.507109162,0.27450501,0.539468737,0.034960787,-0.615084004,-0.937080089,0.110271904,0.16836908,0.558223743,-0.577343613,2.711283335,-0.509616509,0.998924333,-0.457185382,1.151476211,-0.127482506,0.295617422,-1.114845048,0.035208101,0.326536468,-0.647727798,-0.790776983,0.343994179,-0.586396414,0.458227461,0.157518638,-0.130630664,-0.689246748,-0.094892332,-0.531131841,-0.573578593,0.677910354,0.143526179,0.262422398,-0.553192554,-0.473703272,0.618897153,0.507091865,-0.562989897,1.03008918,-0.567923702,-0.191550144,-0.109186232,0.226380185,-0.679487374,0.405351259,0.63972701,0.579235391,-0.500144332,0.300595775,-0.212059985,-0.997637579,-0.387924365,1.084249024,-0.561324308,0.371258715,-0.210204838
7Networks_LH_SalVentAttn_Med_7,2.3405983,-0.092742708,-0.352439677,0.513363595,-0.670289478,0.861595229,-0.275436387,-0.671892037,-0.294322783,0.867441268,-0.693641405,-0.860325304,-0.334444841,0.413927464,-0.525376039,-0.118295911,-0.620229386,0.136645055,0.110920629,1.945703417,-0.763092386,-1.178012329,-0.105568762,-0.529089457,0.304429139,0.248319734,-0.635208249,-0.11710392,-0.528172609,0.887666383,-0.445224149,-0.552188782,-0.310893919,-0.106287686,0.703076318,-0.098444119,-0.730693536,-0.603168482,-0.546046831,0.636670667,0.192038962,0.022086254,0.14773672,-0.121046722,-0.177787718,4.177648807,-0.634458359,-0.214490859,-0.467221599,0.407956114,-0.132268791,0.981957305,-0.848961711,-0.529859398,-0.010915849,-0.239419515,0.193526316,0.623166807,-0.103241976,0.251277364,0.525997335,-0.277684247,-0.0943784,0.975082591,-0.159971199,-0.09132134,-1.492423426,-0.363065541,2.745287326,0.093107836,-1.062855129,-0.345874854,2.398770241,4.302768991,0.501411752,1.005729565,0.778496857,-0.857293672,-0.214186092,-0.149200777,2.247477495,-0.7935448,-0.120716901,0.364253745,-0.442102762,-0.481246057,-1.207045461,0.713406513,-0.473777915,0.112167084,1.203851972,-0.206716593,-0.318936559,1.121205342,3.379976348,-1.45558535,-0.236480047,-0.056030894,-0.645068827,-0.26986509,-0.603210583,-0.305625464,-0.004467021,-0.440045959,-0.310570546,0.099268476,0.093387376,0.97587554,0.219738628,-1.239103245,-0.533734551,-0.395220735,-0.258753612,0.307502012,-0.780973208,1.44741912,-0.291219344,-0.457829204,0.282849892,-0.709435309,-0.494001759,-0.084369122,-0.342497314
7Networks_LH_Limbic_OFC_1,-0.835522443,-0.855085073,1.332788899,0.116529772,1.169470845,1.126315639,0.663205759,-0.688478126,0.418673137,0.072513564,0.26238457,-0.638251578,0.67321654,-0.394231898,-0.053646185,-0.309298504,-0.28443436,-0.3833292,-0.136824961,-0.321385119,1.231408685,1.508481257,0.073689704,0.100588445,-0.219681608,1.092530423,-0.472804674,-0.251766999,2.130825528,1.25206259,-0.017482575,0.318754414,0.387838989,-0.346297793,0.909658799,0.179203137,-0.347628302,-0.024212152,0.170516755,1.495791469,-0.682499593,0.039204061,-0.343065376,0.165929554,0.542913228,-0.989482209,0.601837521,-0.583885378,0.241466394,-0.90979615,0.56318408,-0.417800325,-0.132974902,0.193777471,-0.256652415,0.157554723,1.377776279,-0.60951152,-0.374676669,0.388273165,-0.105818197,0.750160693,1.223899003,-0.170506555,-0.236899497,-0.273739379,-0.191241867,-0.427732124,-0.455501058,-0.354845253,0.607335727,1.028541817,-0.781358045,-1.350508044,-0.64892064,-0.671781674,-0.516737955,-0.554585046,0.371038572,-0.555511456,-0.721895688,-0.477020093,-0.255846418,-1.069791563,0.222329718,0.06222288,-0.30442726,-0.318312411,1.042341838,-0.423506943,-0.481657468,-0.408271023,-0.128488737,0.150232565,-0.234947045,0.744935545,-0.397941993,1.066815013,-0.014818539,-0.387526288,1.334454571,-0.494045604,0.414995208,-0.017756326,-0.101023764,-0.651438991,0.392943997,-0.542063101,0.694736241,1.067428691,-0.035360199,-0.089644335,0.080552556,0.077092253,0.682164075,-0.139807231,-0.023689684,0.405382457,-0.263032257,-0.421642252,-0.111420381,0.648524207,-0.744539914
7Networks_LH_Limbic_OFC_2,-0.876477668,-0.781685191,0.556608127,0.798776374,0.650473979,1.220090927,0.353501045,-0.736414724,1.386409651,0.438620462,0.564240066,-0.754988614,-0.388007991,-0.20176003,-0.054289392,0.867094579,-0.616960331,0.655550926,0.740168203,-0.190072244,1.055406478,1.484915376,-0.146956411,-0.196409932,0.283467404,1.633148605,-0.412955278,-0.672641619,2.075297767,0.622057038,0.376915704,1.075751491,0.702540034,-0.137255981,0.301175586,0.961403212,0.412810372,0.041880787,0.982024279,2.348342841,-0.117429291,0.024216131,-0.10109374,-0.080784295,0.056635447,-0.360402716,0.246170578,0.342666147,-0.493290412,-0.400788872,0.164152415,-0.549742378,0.01246329,-0.212648321,-0.36746653,1.108149197,0.428520144,-0.714281944,-0.454749636,0.675864995,-0.658523629,-0.584896007,0.564771705,0.072948836,-0.090109558,0.312944888,0.59989352,0.280946999,0.088232985,-0.600068429,0.373021371,0.846631085,-0.617114838,-1.321739364,-0.823068193,0.006727972,-0.086905521,-0.555703477,0.901801857,-0.555475743,-0.657801151,0.084154126,-0.423742629,-0.850087929,0.137787465,0.930795365,0.291618769,-0.535185342,0.957330644,-0.157656458,0.408706386,0.283096029,0.962449798,1.377739573,-0.426047448,0.397202594,-0.458624492,0.285374704,0.05390079,0.006375258,1.100413406,-0.632086867,0.297813111,0.71656253,0.263731465,-0.911234568,-0.330338812,-0.254381588,0.504169214,0.09338419,0.002264745,-0.111844489,-0.272668845,1.019069888,0.265238547,0.202424084,-0.103543787,1.70840366,-0.362219262,-0.660253374,-0.378334246,-0.675139299,-1.25402443
7Networks_LH_Limbic_OFC_3,-0.852001486,-0.374735025,1.062100253,0.016273515,-0.181191763,0.65176057,-0.440205048,-0.736190016,1.913144859,0.431007728,0.183933079,-0.54281157,-0.602669175,-0.197927602,0.017841653,0.325103935,-0.016443172,-0.199485709,1.036985875,-0.338650963,0.90335409,0.989349165,-0.371004612,-0.540653389,-0.168664187,0.190618758,0.258048806,-0.03096176,1.628025675,0.264079406,1.037001539,0.311652787,-0.003120765,-0.424105869,0.676716205,0.758277794,0.688585933,-0.123986439,0.30513019,1.41669287,0.120307468,-0.196550605,0.227724397,0.008663676,0.234443028,-0.537833626,0.760594999,0.288856651,-0.086298859,-0.528858613,0.112028088,0.250532385,-0.403972992,0.469309246,-0.028262662,0.098298339,0.789801729,-0.704508985,-0.358140982,-0.10007098,-0.087411237,-0.470474653,0.022703612,-0.037403717,-0.213443543,-0.504016081,0.015967742,0.797327539,-0.192707835,-0.237000657,0.232282203,0.481798521,-0.757273469,-1.367408973,-0.628646245,-0.176184515,-0.142517368,-0.530553678,0.155921529,-0.837909158,-0.138261553,0.116030511,-0.579640046,-0.201410108,-0.03772741,0.224044396,-0.49542911,-0.369052702,0.081501357,-0.57526334,0.326124538,0.00526187,0.59863051,0.568335489,-0.163079369,0.723371001,-0.047397906,0.663198344,-0.20965539,-0.223018164,0.560006081,-0.556500135,-0.06228188,-0.209075727,0.563429089,-0.397794185,0.176210804,0.276283606,-0.204430528,0.259918818,0.584476553,-0.043059846,-0.329994364,0.381306472,0.058643839,-0.52204697,0.136040272,1.3076702,-0.306359104,-0.375980923,-0.264961508,-0.338435201,-0.585664546
7Networks_LH_Limbic_OFC_4,-0.403787127,-0.881789332,0.565128783,1.007521824,1.429476718,1.497790192,-0.078756824,-0.577223041,1.498292003,0.052023359,0.54369558,-0.687417754,-0.562464846,-0.088933717,-0.351535456,0.336019499,0.16859229,0.23119278,-0.077031138,-0.660642768,1.359869908,1.480338667,-0.287831773,-0.398489002,0.564973437,0.662643189,-0.031199506,-0.299831608,2.537822832,1.347224734,0.894757774,-0.42148761,0.250812682,-0.01886578,-0.00804447,0.643692516,-0.104395064,0.854911298,-0.158716183,1.466958794,-0.519269528,-0.549990426,-0.439904843,-0.160575517,0.234269966,-0.660652723,0.653029948,-0.155473857,0.328868122,-0.884625664,-0.216234259,-0.466366542,-0.340461768,0.087045496,-0.09869271,-0.344554602,0.14252062,-0.688005286,-0.049051898,0.469456163,0.138992202,-0.063201601,1.241306048,-0.624449651,-0.846456236,-0.3898341,-0.427745687,0.245281378,-0.563527007,-0.229161977,0.581933599,0.598124591,-0.985803701,-1.620247092,-0.727904706,-0.521016777,-0.441038089,-0.696515934,0.984189331,-0.713108563,-0.572431511,-0.744626319,-0.312612715,-1.055779638,-0.146279129,-0.023605936,-0.892968489,-0.348714863,1.322868427,-0.564392246,-0.625692448,-0.04724761,0.011057863,0.494354207,0.206817253,0.176573436,-0.084569744,1.589142362,-0.134828997,-0.135953962,0.559798387,-0.763993464,0.171660527,0.063311903,1.260138313,-0.49581127,-0.079619772,-0.808355142,0.517310647,0.428403475,0.538882789,0.104157011,-0.530597981,0.436992726,0.446655126,-0.119318302,0.64089874,1.618125277,-0.3652597,-0.108577138,0.024981194,-0.176615094,-1.255503919
7Networks_LH_Limbic_OFC_5,-0.491681058,-0.109270348,-0.156592647,-0.171848877,-0.460589321,0.207390037,0.850510141,-1.105762164,1.100004832,0.754176471,0.09058002,-0.264562514,-0.56763569,-0.011130369,-0.142210213,0.039757276,0.139580119,-0.462873845,-0.028404232,-0.365873615,-0.01473418,0.14963181,-0.205919248,-0.748570359,-0.343522097,0.948542949,0.013489202,-0.312933828,0.546773717,0.403748385,-0.246067507,-0.224197292,0.415190751,0.769291905,0.474537503,-0.165884698,-0.248636315,-0.223902773,0.224612028,-0.055884844,-0.368664828,-0.465764895,-0.449007692,0.477359015,0.266946363,-0.054863144,0.213467113,-0.15389967,0.170535712,-0.049904083,0.256151475,-0.656873205,-0.271830393,0.380240663,-0.278969668,0.270467003,-0.153488013,-0.670486329,-0.137660109,0.243168242,-0.563514357,0.608166329,0.19560493,-0.578099327,-0.405715138,-0.095174419,-0.170762204,1.162222729,-0.166740862,-0.462204191,-0.259811836,0.857963684,-0.254799567,-0.351649223,-0.302919504,-0.139003944,-0.246318396,0.096675447,-0.149638818,-0.997238429,0.128314934,-0.183864619,-0.529213923,-0.484637698,-0.087698554,0.731592276,-0.482627681,-0.459000949,-0.497611672,-0.404177797,-0.206020031,-0.142801421,0.467688524,-0.146889555,-0.489385514,-0.452464592,0.999819164,-0.048517288,-0.400088881,-0.109827329,0.237506324,-0.386394158,-0.118747949,0.097680742,0.335200562,0.166039469,-0.3137299,-0.44991283,0.058763975,0.077640175,0.151873598,0.039393363,-0.214480265,-0.010532903,-0.206968142,-0.136247591,-0.420490222,0.316209026,-0.347664473,-0.36191673,-0.545564712,-0.289715283,-0.570943867
7Networks_LH_Limbic_TempPole_1,-0.694484892,-0.71792609,0.236192426,-0.865685514,-0.011740448,-0.213504697,0.994528133,-0.753079454,0.012335705,-0.218245872,-0.08355917,-0.083793071,-0.711803881,0.031874105,0.219730703,0.844962538,-0.344823012,-0.458927552,0.150266306,-0.20648594,-0.25032178,-0.324152264,-0.793519156,-0.427606193,0.608013518,-0.181627168,-0.17350248,-0.684120465,0.532924864,0.029855865,-0.37886649,0.440533599,1.506576053,0.522635925,0.254196183,-0.073852775,2.299478967,0.252046526,0.251139424,0.322292277,0.219542203,0.071478639,-0.132975321,-0.589054724,-0.001492889,-0.13824242,-0.008363132,-0.336925123,0.813109752,-0.970321245,0.641172165,-0.249584749,0.061110314,-0.496687254,-0.421926684,-0.157097917,1.487288172,0.624491824,-0.144898454,-0.907284615,-0.117943782,-0.265555868,1.491279394,-0.721002739,-0.09202545,-0.143940881,1.05422305,1.028128994,0.639135356,-0.792069234,0.359424097,0.37276022,-0.291559325,-0.7546898,-0.415966293,-0.575450186,0.824067812,1.159066263,0.142837869,-0.497057893,0.087974683,0.382610303,-0.598269166,0.130942573,-0.478655514,0.755541783,1.599532862,-0.351618758,-0.464278619,-0.756245623,-0.242868578,0.121395878,0.928392952,-0.385103878,-0.364542127,-0.178564798,-0.395248609,-0.359516746,-0.225640141,-0.399615236,3.070003902,0.079320595,-0.019963754,-0.368017134,0.359057875,-0.669696556,-0.539359447,-0.210884939,0.244456547,-0.026840874,-0.06746064,-0.074008677,-0.372383947,1.28323642,-0.57050904,-0.417115476,0.362994577,-0.007948051,-0.289354276,-0.365028963,-0.402998911,-0.093881233,-0.574779492
7Networks_LH_Limbic_TempPole_2,-0.518448882,-0.484576191,-0.422941352,-0.637242848,0.909788397,0.601228646,0.865700879,-1.403606954,-0.04810378,-0.141466002,-0.210393415,0.075530826,-0.48939401,0.134461719,-0.192460116,-0.369039647,-0.362310027,0.351712674,1.110888639,-0.661528864,-0.29868353,-0.583759068,-0.122842001,-0.414261789,-0.026867487,-0.16515328,-0.11139981,-0.244375479,1.738019142,0.65118822,0.456889894,0.308155529,1.005382824,0.429094428,0.445172356,0.226706412,0.819186266,0.470956051,1.595563515,1.019583981,-0.587779901,-0.777221637,0.064157119,0.004562942,0.315828309,0.160261236,-0.279905873,0.324175555,0.238608011,-0.568352033,0.312287922,0.257076326,-0.108620626,-0.33663616,-0.364363585,0.090018225,0.31273754,0.422421303,-0.043979496,-0.129442054,-0.562223505,0.683035905,0.106770081,-0.271973636,-0.356897391,-0.635402381,1.124738088,1.382486489,1.510921006,-0.855138943,0.659114854,0.705846903,-0.511747352,-1.072058475,-0.659721131,-0.029883596,1.482351574,-0.203675647,-0.118928176,-0.799466749,0.080522543,-0.604110557,-0.459592618,-0.09366794,-0.559061508,0.667790462,1.202445135,-0.26586864,-0.373038594,-0.482126845,-0.158639771,-0.142628259,1.044991392,-0.498850815,-0.174078182,-0.213429529,-0.409156484,0.430745547,-0.258337138,-0.191758098,1.736941751,-0.52440974,0.4140036,-0.050584928,-0.176174371,-0.271889503,-0.589472532,0.286705117,-0.118246029,0.707320309,0.801881726,-0.518759205,-0.293081761,1.499968873,-0.417812363,-0.189568678,-0.345946531,0.597080681,-0.187693418,-0.319336992,-0.362388576,-0.364764969,-0.328827623
7Networks_LH_Limbic_TempPole_3,-0.682554361,-0.302410094,-0.040073674,-0.348897184,-0.005504923,0.516799174,0.956294344,-1.449063605,1.30889317,0.013115793,0.086964454,-0.496465703,-0.669404092,-0.312124624,-0.183357849,0.637359913,-0.118315456,1.331954078,-0.195497698,-0.359542418,-0.394894025,-0.39280587,-0.023390511,-0.222823067,0.651640912,-0.166787506,-0.372312679,-0.292447101,1.219795254,0.019396684,0.164083772,2.332839018,3.082573002,0.272325799,-0.241454149,0.194729104,1.706798473,0.312745018,1.792623469,0.682757919,0.304373088,-0.112206445,-0.337173893,-0.085916392,0.061175678,-0.386996662,-0.269969864,0.915205314,0.599673659,-0.927343348,1.139890303,0.228733673,-0.409546486,-0.366258427,-0.758926771,0.289928734,1.016433154,-0.525073495,0.167180056,0.397588538,-0.614050077,-0.004334162,0.529155259,-0.715790451,0.063492276,-0.172064632,3.627961227,1.459814044,0.481935645,-1.263331514,0.762906542,0.268715073,-0.006723252,-1.547707638,-0.49060459,-0.772559593,2.042225849,0.023717063,0.540970006,-0.663470616,0.021003688,-0.192507197,-0.408103549,-0.649113682,0.353635848,1.361186111,2.016876411,-0.371568109,-0.558086952,-0.649025166,-0.556816974,0.220381926,2.894193143,0.622634071,-0.467544569,-0.287977387,-0.847070586,0.2537106,-0.21344735,-0.555870372,1.918804482,-0.461868037,-0.371730724,0.078224111,-0.476757892,-0.685258934,-0.605857963,-0.345836718,-0.095347391,-0.343435374,-0.163546178,0.008290586,-0.308407937,0.253697851,-0.534920499,-0.423887096,-0.584823628,0.983574565,-0.554224951,-0.29001409,-0.392463598,0.02643235,-0.317853727
7Networks_LH_Limbic_TempPole_4,-0.567735633,-0.393667833,0.595094031,-0.162841271,-0.142651311,-0.271527448,0.206398734,-0.068299811,0.336955363,0.633491827,-0.012072652,-0.427980476,0.478741428,-0.27392068,-0.221245016,-0.294354884,-0.417424375,-0.080132973,-0.407371528,0.178347143,0.358377157,0.04442107,-0.066383622,-0.358515676,-0.190300598,1.300824144,0.117852609,-0.233336619,-0.208810465,-0.046496142,0.14660816,-0.080385587,0.801106261,0.156682461,0.242554349,0.166796625,0.536057342,0.060649441,-0.346214361,0.023857291,-0.340751994,0.341365522,1.04051367,0.222551437,1.471621152,-0.301269892,0.304887496,-0.134790486,-0.401080529,-0.33570596,-0.456417542,0.191997047,0.836642098,-0.367760402,-0.482366173,-0.480650082,1.256178454,0.487227707,0.008858159,-0.239896248,-0.19033385,0.181521667,0.862896475,-0.154540438,-0.624819022,0.704769588,0.351930531,0.356448546,-0.214537363,0.144376962,0.299688808,0.406583567,-0.447475772,-0.766796387,-0.218857737,-0.340885782,-0.103907602,-0.191884586,-0.098639327,-0.261956003,-0.250002038,-0.489943457,0.287980264,0.240375799,-0.076849264,0.912439732,0.023147091,-0.292034544,-0.217964216,-0.652339968,0.294753234,0.057742502,0.682660455,0.002796938,-0.283313883,0.68570509,-0.078539588,-0.205221934,0.778694793,-0.094709326,0.685492165,-0.068027344,-0.069873805,0.829544633,-0.035907391,-0.593877951,0.168126101,0.35987317,-0.36515033,-0.514423892,1.065660079,-0.091172945,-0.324408225,1.012231239,-0.253194922,-0.396525533,-0.057317061,-0.387959493,-0.306486925,-0.532255727,-0.290139426,0.377896035,-0.163326127
